開始,終了,タイプ,放送局,配信サイト,時間
2019-01-03,2019-03-28,放送,AT-X,,木曜 23:30 - 金曜 0:00
2019-01-04,2019-03-29,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）
2019-01-04,2019-03-29,放送,tvk,,金曜 1:00 - 1:30（木曜深夜）
2019-01-04,2019-03-29,放送,新潟総合テレビ,,金曜 2:15 - 2:45（木曜深夜）
2019-01-05,2019-03-30,放送,青森放送,,土曜 1:56 - 2:26（金曜深夜）
2019-01-08,2019-04-02,放送,静岡朝日テレビ,,火曜 1:50 - 2:20（月曜深夜）
2019-01-09,2019-04-03,放送,テレビ愛知,,水曜 1:35 - 2:05（火曜深夜）
2020-07-06,,放送,瀬戸内海放送,,月曜 0:59 - 1:29（日曜深夜）
2019-01-03,2019-03-28,配信,,AbemaTV,木曜 22:30 - 23:00
2019-01-10,2019-04-04,配信,,dアニメストア,木曜 更新
2019-01-10,2019-04-04,配信,,バンダイチャンネル,木曜 更新
2019-01-10,2019-04-04,配信,,ビデオマーケット,木曜 更新
2019-01-10,2019-04-04,配信,,DMM.com,木曜 更新
2019-01-10,2019-04-04,配信,,COCORO VIDEO,木曜 更新
2019-01-10,2019-04-04,配信,,music.jp,木曜 更新
2019-01-10,2019-04-04,配信,,楽天TV,木曜 更新
2019-01-10,2019-04-04,配信,,U-NEXT,木曜 更新
2019-01-10,2019-04-04,配信,,アニメ放題,木曜 更新
2019-01-10,2019-04-04,配信,,J:COMオンデマンド,木曜 更新
2019-01-10,2019-04-04,配信,,ビデオパス,木曜 更新
2019-01-10,2019-04-04,配信,,HAPPY!動画,木曜 更新
,,配信,,Hulu,不明
,,配信,,アクトビラ,不明
,,配信,,TSUTAYA TV,不明
,,配信,,あにてれ,不明
,,配信,,ふらっと動画,不明
,,配信,,ニコニコチャンネル,不明
2020-01-23,2020-04-23,放送,TOKYO MX,,木曜 23:00 - 23:30
2020-01-23,2020-04-23,放送,KBS京都,,木曜 23:30 - 金曜 0:00
2020-01-24,2020-04-24,放送,BS日テレ,,金曜 0:00 - 0:30（木曜深夜）
2020-01-24,2020-04-24,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）
2020-01-24,2020-04-24,放送,大分放送,,金曜 2:55 - 3:25（木曜深夜）
2020-01-24,2020-04-24,放送,AT-X,,金曜 20:00 - 20:30
2020-01-27,2020-04-27,放送,テレビ愛知,,月曜 1:05 - 1:35（日曜深夜）
2020-01-27,2020-04-27,放送,山口朝日放送,,月曜 1:29 - 1:59（日曜深夜）
2020-01-28,2020-04-28,放送,北海道テレビ,,火曜 1:20 - 1:50（月曜深夜）
2020-01-28,2020-04-28,放送,RKB毎日放送,,火曜 1:25 - 1:55（月曜深夜）
2020-01-28,2020-04-28,放送,長野朝日放送,,火曜 1:45 - 2:15（月曜深夜）
2020-01-28,2020-04-28,放送,静岡朝日テレビ,,火曜 1:55 - 2:25（月曜深夜）
2020-01-28,2020-04-28,放送,秋田朝日放送,,火曜 1:55 - 2:25（月曜深夜）
2020-01-28,2020-04-28,放送,北陸朝日放送,,火曜 2:10 - 2:40（月曜深夜）
2020-01-28,2020-04-28,放送,愛媛朝日テレビ,,火曜 2:20 - 2:50（月曜深夜）
2020-02-08,2020-05-02,放送,中国放送,,土曜 1:55 - 2:25（金曜深夜）
2020-02-08,2020-05-02,放送,青森放送,,土曜 1:56 - 2:26（金曜深夜）
2020-02-08,2020-05-09,放送,長崎国際テレビ,,土曜 2:04 - 2:34（金曜深夜）
2020-01-23,2020-04-23,配信,,AbemaTV,木曜 22:30 - 23:00
2020-01-23,2020-04-23,配信,,YouTube バンドリちゃんねる☆,木曜 22:30 - 23:00
2020-01-23,2020-04-23,配信,,YouTube A.I.Channel,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube 【アベマTV】公式,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube アニメ!アニメ!,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube animate Times,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube oricon,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube KADOKAWAanime,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube カードキングダム,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube 新日本プロレスリング株式会社,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube TOKYO MX,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube HiBiKi StYle,木曜 23:30 - 0:00
2020-01-23,2020-04-23,配信,,YouTube ファミ通App,木曜 23:30 - 0:00
2020-01-24,2020-04-24,配信,,YouTube いちなるTV,金曜 7:00 更新
2020-01-24,2020-04-24,配信,,YouTube フル☆アニメTV,金曜 7:00 更新
2020-01-24,2020-04-24,配信,,YouTube ボンボンTV,金曜 7:00 更新
2023-06-29,,放送,TOKYO MX,,木曜 22:00 - 23:30
2023-06-30,,放送,サンテレビ,,金曜 0:00 - 1:00（木曜深夜）金曜 1:30 - 2:00（木曜深夜）
2023-06-30,,放送,BS日テレ,,金曜 0:30 - 1:00（木曜深夜）日曜 0:00 - 1:00（土曜深夜）
2023-06-30,,放送,テレビ愛知,,金曜 1:00 - 2:30（木曜深夜）
2023-06-30,,放送,静岡放送,,金曜 1:55 - 3:25（木曜深夜）
2023-06-30,,放送,AT-X,,金曜 22:30 - 土曜 0:00
2023-07-06,,放送,TOKYO MX,,木曜 23:00 - 23:30
2023-07-07,,放送,BS日テレ,,金曜 0:00 - 0:30（木曜深夜）
2023-07-07,,放送,サンテレビ,,金曜 0:30 - 1:00（木曜深夜）
2023-07-07,,放送,静岡放送,,金曜 1:25 - 1:55（木曜深夜）
2023-07-07,,放送,テレビ愛知,,金曜 1:30 - 2:00（木曜深夜）
2023-07-07,,放送,AT-X,,金曜 22:30 - 23:00
2023-06-29,,配信,,ABEMA,木曜 22:30 - 23:00
,,配信,,dアニメストア,未定
,,配信,,U-NEXT,未定
,,配信,,アニメ放題,未定
,,配信,,バンダイチャンネル,未定
,,配信,,Hulu,未定
,,配信,,niconico,未定
,,配信,,ビデオマーケット,未定
,,配信,,music.jp,未定
,,配信,,DMM TV,未定
,,配信,,ふらっと動画,未定
,,配信,,TELASA,未定
,,配信,,J:COMオンデマンド,未定
,,配信,,milplus,未定
,,配信,,auスマートパスプレミアム,未定
,,配信,,Amazon Prime Video[67],未定
